dataset,split,fold,method,environment_id,fit_seconds,selected_candidate,common_threshold,anomaly_threshold,primary_gate,coverage_rate,coverage_floor,coverage_gap,gated_coverage_rate,coverage_lift,coverage_lift_floor,coverage_recovery_floor,causal_fragility_score,environment_leakage_score,score_environment_leakage_score,accuracy,precision,recall,f1,auc,alert_budget_inflation
uwf,heldout_family,exfiltration,intervendb_coverage_openworld_selector,delayed_collector,36.104271100000005,coverage:gated_conformal_iforest_env_sensitive,0.2256,0.5,0.001,0.3150684931506849,0.4253815319735276,,,,,,0.31443069874118923,0.0,0.29000245267093766,0.9726027397260274,0.92,1.0,0.9583333333333334,1.0,1.0869565217391304
uwf,heldout_family,exfiltration,intervendb_coverage_lift_openworld_selector,observed,36.104271100000005,coverage_lift:protocol_core_rf,0.2256,,,0.3150684931506849,0.4253815319735276,0.11031303882284271,0.3424657534246575,0.0273972602739726,0.03309391164685281,0.40411245537485124,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_coverage_lift_openworld_selector,low_sampling,36.104271100000005,coverage_lift:protocol_core_rf,0.2256,,,0.3150684931506849,0.4253815319735276,0.11031303882284271,0.3424657534246575,0.0273972602739726,0.03309391164685281,0.40411245537485124,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_coverage_lift_openworld_selector,congested_link,36.104271100000005,coverage_lift:protocol_core_rf,0.2256,,,0.3150684931506849,0.4253815319735276,0.11031303882284271,0.3424657534246575,0.0273972602739726,0.03309391164685281,0.40411245537485124,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_coverage_lift_openworld_selector,high_background,36.104271100000005,coverage_lift:protocol_core_rf,0.2256,,,0.3150684931506849,0.4253815319735276,0.11031303882284271,0.3424657534246575,0.0273972602739726,0.03309391164685281,0.40411245537485124,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_coverage_lift_openworld_selector,delayed_collector,36.104271100000005,coverage_lift:protocol_core_rf,0.2256,,,0.3150684931506849,0.4253815319735276,0.11031303882284271,0.3424657534246575,0.0273972602739726,0.03309391164685281,0.40411245537485124,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_adaptive_openworld_selector,observed,36.104271100000005,adaptive:protocol_core_rf,0.2256,,,0.3150684931506849,0.4253815319735276,0.11031303882284271,0.3424657534246575,0.0273972602739726,0.03309391164685281,0.40411245537485124,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_adaptive_openworld_selector,low_sampling,36.104271100000005,adaptive:protocol_core_rf,0.2256,,,0.3150684931506849,0.4253815319735276,0.11031303882284271,0.3424657534246575,0.0273972602739726,0.03309391164685281,0.40411245537485124,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_adaptive_openworld_selector,congested_link,36.104271100000005,adaptive:protocol_core_rf,0.2256,,,0.3150684931506849,0.4253815319735276,0.11031303882284271,0.3424657534246575,0.0273972602739726,0.03309391164685281,0.40411245537485124,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_adaptive_openworld_selector,high_background,36.104271100000005,adaptive:protocol_core_rf,0.2256,,,0.3150684931506849,0.4253815319735276,0.11031303882284271,0.3424657534246575,0.0273972602739726,0.03309391164685281,0.40411245537485124,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
