rows,mean_ms,min_ms,max_ms,table,query
35,15.765662000000018,12.914099999999706,19.124600000000047,full,environment_metrics
245,13.8896140000001,12.415500000000357,20.3152000000002,full,semantic_cube
35,4.231331999999969,3.696699999999886,6.476400000000382,witness,environment_metrics
245,5.619861999999996,4.55960000000033,11.147600000000146,witness,semantic_cube


