detector,environment_id,semantic_label,accuracy,precision,recall,f1,avg_score,n
iforest_env_sensitive,high_background,T1110,1.0,1.0,1.0,1.0,0.847375701429904,1192.0
iforest_env_sensitive,high_background,T1190,1.0,1.0,1.0,1.0,0.8004088029554272,83.0
iforest_env_sensitive,high_background,T1595,0.34095238095238095,1.0,0.34095238095238095,0.5085227272727273,0.4182849246905786,1050.0
iforest_env_sensitive,high_background,benign,0.7175510204081633,0.0,,0.0,0.3923200528917224,1225.0
iforest_env_sensitive,low_sampling,Duplicate,0.1411764705882353,1.0,0.1411764705882353,0.24742268041237114,0.28106371768142113,340.0
iforest_env_sensitive,low_sampling,T1048,1.0,1.0,1.0,1.0,0.9807525483979634,2.0
iforest_env_sensitive,low_sampling,T1078,0.13008130081300814,1.0,0.13008130081300814,0.2302158273381295,0.2768400438670995,123.0
iforest_env_sensitive,low_sampling,T1110,0.9916107382550335,1.0,0.9916107382550335,0.995787700084246,0.7831751118557347,1192.0
iforest_env_sensitive,low_sampling,T1190,0.9518072289156626,1.0,0.9518072289156626,0.9753086419753086,0.5508796499690639,83.0
iforest_env_sensitive,low_sampling,T1595,0.0,,0.0,0.0,0.17367907997440543,1050.0
iforest_env_sensitive,low_sampling,benign,1.0,,,,0.1374783760252209,1225.0
iforest_env_sensitive,observed,Duplicate,0.36470588235294116,1.0,0.36470588235294116,0.5344827586206896,0.5424137333509966,340.0
iforest_env_sensitive,observed,T1048,1.0,1.0,1.0,1.0,0.9364762822898994,2.0
iforest_env_sensitive,observed,T1078,0.34959349593495936,1.0,0.34959349593495936,0.5180722891566265,0.5416871262688651,123.0
iforest_env_sensitive,observed,T1110,1.0,1.0,1.0,1.0,0.8808323032399767,1192.0
iforest_env_sensitive,observed,T1190,1.0,1.0,1.0,1.0,0.8420532106804197,83.0
iforest_env_sensitive,observed,T1595,0.2571428571428571,1.0,0.2571428571428571,0.4090909090909091,0.4515733269263075,1050.0
iforest_env_sensitive,observed,benign,0.9093877551020408,0.0,,0.0,0.23607354298136077,1225.0
lr_env_sensitive,congested_link,Duplicate,0.7382352941176471,1.0,0.7382352941176471,0.8494077834179357,0.723164129595572,340.0
lr_env_sensitive,congested_link,T1048,0.0,,0.0,0.0,9.64265467511998e-47,2.0
lr_env_sensitive,congested_link,T1078,0.7317073170731707,1.0,0.7317073170731707,0.8450704225352113,0.7242429890535136,123.0
lr_env_sensitive,congested_link,T1110,0.7458053691275168,1.0,0.7458053691275168,0.8543969245555022,0.7453382542900393,1192.0
lr_env_sensitive,congested_link,T1190,1.0,1.0,1.0,1.0,0.9979823079421131,83.0
lr_env_sensitive,congested_link,T1595,0.6895238095238095,1.0,0.6895238095238095,0.8162344983089064,0.6989260507218272,1050.0
lr_env_sensitive,congested_link,benign,0.6089795918367347,0.0,,0.0,0.44367358904901183,1225.0
lr_env_sensitive,delayed_collector,Duplicate,1.0,1.0,1.0,1.0,0.9656012438281518,340.0
lr_env_sensitive,delayed_collector,T1048,1.0,1.0,1.0,1.0,1.0,2.0
lr_env_sensitive,delayed_collector,T1078,1.0,1.0,1.0,1.0,0.9662060691785601,123.0
lr_env_sensitive,delayed_collector,T1110,0.9983221476510067,1.0,0.9983221476510067,0.9991603694374476,0.9970223703580154,1192.0
lr_env_sensitive,delayed_collector,T1190,1.0,1.0,1.0,1.0,0.999958499709087,83.0
lr_env_sensitive,delayed_collector,T1595,0.9076190476190477,1.0,0.9076190476190477,0.9515726410384423,0.7801539853803667,1050.0
lr_env_sensitive,delayed_collector,benign,0.9183673469387755,0.0,,0.0,0.08589055962703726,1225.0
lr_env_sensitive,high_background,Duplicate,0.711764705882353,1.0,0.711764705882353,0.8316151202749141,0.7571394388713389,340.0
lr_env_sensitive,high_background,T1048,1.0,1.0,1.0,1.0,1.0,2.0
lr_env_sensitive,high_background,T1078,0.6910569105691057,1.0,0.6910569105691057,0.8173076923076923,0.7440843884964664,123.0
lr_env_sensitive,high_background,T1110,0.9991610738255033,1.0,0.9991610738255033,0.9995803608896349,0.998980500265806,1192.0
lr_env_sensitive,high_background,T1190,1.0,1.0,1.0,1.0,0.9986187189250884,83.0
lr_env_sensitive,high_background,T1595,0.638095238095238,1.0,0.638095238095238,0.7790697674418605,0.6917642998237337,1050.0
lr_env_sensitive,high_background,benign,0.7853061224489796,0.0,,0.0,0.2385305967071388,1225.0
lr_env_sensitive,low_sampling,Duplicate,0.17941176470588235,1.0,0.17941176470588235,0.30423940149625933,0.4290952717493329,340.0
lr_env_sensitive,low_sampling,T1048,1.0,1.0,1.0,1.0,0.9999999999936915,2.0
lr_env_sensitive,low_sampling,T1078,0.17886178861788618,1.0,0.17886178861788618,0.30344827586206896,0.42944882061472933,123.0
lr_env_sensitive,low_sampling,T1110,0.9681208053691275,1.0,0.9681208053691275,0.9838022165387894,0.968641762090161,1192.0
lr_env_sensitive,low_sampling,T1190,1.0,1.0,1.0,1.0,0.9324092402769617,83.0
lr_env_sensitive,low_sampling,T1595,0.08190476190476191,1.0,0.08190476190476191,0.15140845070422534,0.3368371847495344,1050.0
lr_env_sensitive,low_sampling,benign,0.9991836734693877,0.0,,0.0,0.1523678734796511,1225.0
lr_env_sensitive,observed,Duplicate,1.0,1.0,1.0,1.0,0.9700069927401688,340.0
lr_env_sensitive,observed,T1048,1.0,1.0,1.0,1.0,1.0,2.0
