dataset,split,fold,detector,base_detector,detector_family,feature_profile,calibration_policy,threshold_mode,threshold,env_thresholds,validation_strategy,validation_group_col,validation_groups,validation_removed_group_rows,validation_min_f1,validation_mean_f1,fit_rows,validation_rows,train_rows
uwf,source_ip,within_family_source_ip,pyod_ecod_env_sensitive__oracle_env_upper_bound,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.1276, ""delayed_collector"": 0.1276, ""high_background"": 0.1276, ""low_sampling"": 0.07859999999999999, ""observed"": 0.1276}",attack_family_challenge,attack_family,Initial Access,323,0.8007011755001031,0.8397794895728697,56843,646,57489
uwf,source_ip,within_family_source_ip,pyod_copod_env_sensitive,pyod_copod_env_sensitive,pyod_copod,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Initial Access,323,,,56843,646,57489
uwf,source_ip,within_family_source_ip,pyod_copod_env_sensitive__val_observed_f1,pyod_copod_env_sensitive,pyod_copod,env_sensitive,val_observed_f1,single_validation_observed,0.08839999999999999,{},attack_family_challenge,attack_family,Initial Access,323,0.8261437908496732,0.8261437908496732,56843,646,57489
uwf,source_ip,within_family_source_ip,pyod_copod_env_sensitive__val_robust_minimax,pyod_copod_env_sensitive,pyod_copod,env_sensitive,val_robust_minimax,single_validation_minimax,0.20600000000000002,{},attack_family_challenge,attack_family,Initial Access,323,0.6742857142857143,0.7300416621594085,56843,646,57489
uwf,source_ip,within_family_source_ip,pyod_copod_env_sensitive__oracle_env_upper_bound,pyod_copod_env_sensitive,pyod_copod,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.11779999999999999, ""delayed_collector"": 0.1276, ""high_background"": 0.1374, ""low_sampling"": 0.108, ""observed"": 0.1374}",attack_family_challenge,attack_family,Initial Access,323,0.8972298836790982,0.9134464882610563,56843,646,57489
uwf,heldout_family,credential_access,lr_full,lr_full,sklearn_linear,full,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,27772,652,28424
uwf,heldout_family,credential_access,lr_full__val_observed_f1,lr_full,sklearn_linear,full,val_observed_f1,single_validation_observed,0.1668,{},attack_family_challenge,attack_family,Defense Evasion,326,1.0,1.0,27772,652,28424
uwf,heldout_family,credential_access,lr_full__val_robust_minimax,lr_full,sklearn_linear,full,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Defense Evasion,326,0.2520107238605898,0.7240426261328845,27772,652,28424
uwf,heldout_family,credential_access,lr_full__oracle_env_upper_bound,lr_full,sklearn_linear,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.5294, ""delayed_collector"": 0.99, ""high_background"": 0.99, ""low_sampling"": 0.01, ""observed"": 0.99}",attack_family_challenge,attack_family,Defense Evasion,326,0.844581119160051,0.957148853641592,27772,652,28424
uwf,heldout_family,credential_access,rf_full,rf_full,sklearn_tree,full,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,27772,652,28424
uwf,heldout_family,credential_access,rf_full__val_observed_f1,rf_full,sklearn_tree,full,val_observed_f1,single_validation_observed,0.0296,{},attack_family_challenge,attack_family,Defense Evasion,326,1.0,1.0,27772,652,28424
uwf,heldout_family,credential_access,rf_full__val_robust_minimax,rf_full,sklearn_tree,full,val_robust_minimax,single_validation_minimax,0.49019999999999997,{},attack_family_challenge,attack_family,Defense Evasion,326,0.982839313572543,0.9935375596842055,27772,652,28424
uwf,heldout_family,credential_access,rf_full__oracle_env_upper_bound,rf_full,sklearn_tree,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.7548, ""delayed_collector"": 0.5, ""high_background"": 0.8234, ""low_sampling"": 0.5686, ""observed"": 0.7744}",attack_family_challenge,attack_family,Defense Evasion,326,0.9992762863149188,0.9995219824400886,27772,652,28424
uwf,heldout_family,credential_access,gb_full,gb_full,sklearn_boosting,full,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,27772,652,28424
uwf,heldout_family,credential_access,gb_full__val_observed_f1,gb_full,sklearn_boosting,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Defense Evasion,326,1.0,1.0,27772,652,28424
uwf,heldout_family,credential_access,gb_full__val_robust_minimax,gb_full,sklearn_boosting,full,val_robust_minimax,single_validation_minimax,0.4314,{},attack_family_challenge,attack_family,Defense Evasion,326,0.9954058192955589,0.9981623234019462,27772,652,28424
uwf,heldout_family,credential_access,gb_full__oracle_env_upper_bound,gb_full,sklearn_boosting,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.6666, ""delayed_collector"": 0.01, ""high_background"": 0.6567999999999999, ""low_sampling"": 0.1472, ""observed"": 0.3236}",attack_family_challenge,attack_family,Defense Evasion,326,0.997336211449698,0.9990099711971459,27772,652,28424
uwf,heldout_family,credential_access,xgb_full,xgb_full,xgboost,full,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,27772,652,28424
uwf,heldout_family,credential_access,xgb_full__val_observed_f1,xgb_full,xgboost,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Defense Evasion,326,1.0,1.0,27772,652,28424
uwf,heldout_family,credential_access,xgb_full__val_robust_minimax,xgb_full,xgboost,full,val_robust_minimax,single_validation_minimax,0.0492,{},attack_family_challenge,attack_family,Defense Evasion,326,0.9863842662632375,0.996661468637263,27772,652,28424
uwf,heldout_family,credential_access,xgb_full__oracle_env_upper_bound,xgb_full,xgboost,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.9802, ""delayed_collector"": 0.99, ""high_background"": 0.99, ""low_sampling"": 0.99, ""observed"": 0.99}",attack_family_challenge,attack_family,Defense Evasion,326,0.9993215817493992,0.9997907557202426,27772,652,28424
uwf,heldout_family,credential_access,lgbm_full,lgbm_full,lightgbm,full,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,27772,652,28424
uwf,heldout_family,credential_access,lgbm_full__val_observed_f1,lgbm_full,lightgbm,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Defense Evasion,326,1.0,1.0,27772,652,28424
uwf,heldout_family,credential_access,lgbm_full__val_robust_minimax,lgbm_full,lightgbm,full,val_robust_minimax,single_validation_minimax,0.157,{},attack_family_challenge,attack_family,Defense Evasion,326,0.9775112443778111,0.9918657162239238,27772,652,28424
uwf,heldout_family,credential_access,lgbm_full__oracle_env_upper_bound,lgbm_full,lightgbm,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.892, ""delayed_collector"": 0.07859999999999999, ""high_background"": 0.99, ""low_sampling"": 0.8822, ""observed"": 0.99}",attack_family_challenge,attack_family,Defense Evasion,326,0.9956726806484111,0.9988564778128619,27772,652,28424
uwf,heldout_family,credential_access,cat_full,cat_full,catboost,full,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,27772,652,28424
uwf,heldout_family,credential_access,cat_full__val_observed_f1,cat_full,catboost,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Defense Evasion,326,1.0,1.0,27772,652,28424
uwf,heldout_family,credential_access,cat_full__val_robust_minimax,cat_full,catboost,full,val_robust_minimax,single_validation_minimax,0.9214,{},attack_family_challenge,attack_family,Defense Evasion,326,0.9969418960244648,0.9990811595428346,27772,652,28424
uwf,heldout_family,credential_access,cat_full__oracle_env_upper_bound,cat_full,catboost,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.9802, ""delayed_collector"": 0.99, ""high_background"": 0.9802, ""low_sampling"": 0.9802, ""observed"": 0.9802}",attack_family_challenge,attack_family,Defense Evasion,326,0.9996322599921855,0.9997494534236655,27772,652,28424
uwf,heldout_family,credential_access,iforest_env_sensitive,iforest_env_sensitive,sklearn_anomaly,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,27772,652,28424
uwf,heldout_family,credential_access,iforest_env_sensitive__val_observed_f1,iforest_env_sensitive,sklearn_anomaly,env_sensitive,val_observed_f1,single_validation_observed,0.4118,{},attack_family_challenge,attack_family,Defense Evasion,326,0.918918918918919,0.918918918918919,27772,652,28424
uwf,heldout_family,credential_access,iforest_env_sensitive__val_robust_minimax,iforest_env_sensitive,sklearn_anomaly,env_sensitive,val_robust_minimax,single_validation_minimax,0.1374,{},attack_family_challenge,attack_family,Defense Evasion,326,0.703344120819849,0.737659966589884,27772,652,28424
uwf,heldout_family,credential_access,iforest_env_sensitive__oracle_env_upper_bound,iforest_env_sensitive,sklearn_anomaly,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.696, ""delayed_collector"": 0.6666, ""high_background"": 0.6862, ""low_sampling"": 0.4412, ""observed"": 0.6567999999999999}",attack_family_challenge,attack_family,Defense Evasion,326,0.9892450855216997,0.9943920753966324,27772,652,28424
uwf,heldout_family,credential_access,pyod_ecod_env_sensitive,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,27772,652,28424
uwf,heldout_family,credential_access,pyod_ecod_env_sensitive__val_observed_f1,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,val_observed_f1,single_validation_observed,0.1374,{},attack_family_challenge,attack_family,Defense Evasion,326,0.847457627118644,0.847457627118644,27772,652,28424
uwf,heldout_family,credential_access,pyod_ecod_env_sensitive__val_robust_minimax,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,val_robust_minimax,single_validation_minimax,0.0688,{},attack_family_challenge,attack_family,Defense Evasion,326,0.6680584551148225,0.7184868416433622,27772,652,28424
uwf,heldout_family,credential_access,pyod_ecod_env_sensitive__oracle_env_upper_bound,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.019799999999999998, ""delayed_collector"": 0.0296, ""high_background"": 0.0492, ""low_sampling"": 0.01, ""observed"": 0.0492}",attack_family_challenge,attack_family,Defense Evasion,326,0.7828636909112235,0.7922999338310819,27772,652,28424
uwf,heldout_family,credential_access,pyod_copod_env_sensitive,pyod_copod_env_sensitive,pyod_copod,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,27772,652,28424
uwf,heldout_family,credential_access,pyod_copod_env_sensitive__val_observed_f1,pyod_copod_env_sensitive,pyod_copod,env_sensitive,val_observed_f1,single_validation_observed,0.0982,{},attack_family_challenge,attack_family,Defense Evasion,326,0.8412903225806452,0.8412903225806452,27772,652,28424
uwf,heldout_family,credential_access,pyod_copod_env_sensitive__val_robust_minimax,pyod_copod_env_sensitive,pyod_copod,env_sensitive,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Defense Evasion,326,0.6358866736621196,0.6643764098641378,27772,652,28424
uwf,heldout_family,credential_access,pyod_copod_env_sensitive__oracle_env_upper_bound,pyod_copod_env_sensitive,pyod_copod,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.0296, ""delayed_collector"": 0.0296, ""high_background"": 0.0688, ""low_sampling"": 0.0492, ""observed"": 0.0492}",attack_family_challenge,attack_family,Defense Evasion,326,0.7936671481007884,0.8386437196381167,27772,652,28424
uwf,heldout_family,defense_evasion,lr_full,lr_full,sklearn_linear,full,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,49225,5000,95219
uwf,heldout_family,defense_evasion,lr_full__val_observed_f1,lr_full,sklearn_linear,full,val_observed_f1,single_validation_observed,0.9802,{},attack_family_challenge,attack_family,Credential Access,43494,0.9993998799759952,0.9993998799759952,49225,5000,95219
uwf,heldout_family,defense_evasion,lr_full__val_robust_minimax,lr_full,sklearn_linear,full,val_robust_minimax,single_validation_minimax,0.9802,{},attack_family_challenge,attack_family,Credential Access,43494,0.8970907511940946,0.9661641859769107,49225,5000,95219
uwf,heldout_family,defense_evasion,lr_full__oracle_env_upper_bound,lr_full,sklearn_linear,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.1668, ""delayed_collector"": 0.1766, ""high_background"": 0.5097999999999999, ""low_sampling"": 0.019799999999999998, ""observed"": 0.157}",attack_family_challenge,attack_family,Credential Access,43494,0.9017713365539453,0.9791291524562714,49225,5000,95219
uwf,heldout_family,defense_evasion,rf_full,rf_full,sklearn_tree,full,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,49225,5000,95219
uwf,heldout_family,defense_evasion,rf_full__val_observed_f1,rf_full,sklearn_tree,full,val_observed_f1,single_validation_observed,0.5392,{},attack_family_challenge,attack_family,Credential Access,43494,0.9996001599360256,0.9996001599360256,49225,5000,95219
uwf,heldout_family,defense_evasion,rf_full__val_robust_minimax,rf_full,sklearn_tree,full,val_robust_minimax,single_validation_minimax,0.6567999999999999,{},attack_family_challenge,attack_family,Credential Access,43494,0.9970089730807578,0.9985206232836484,49225,5000,95219
uwf,heldout_family,defense_evasion,rf_full__oracle_env_upper_bound,rf_full,sklearn_tree,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.4804, ""delayed_collector"": 0.01, ""high_background"": 0.2844, ""low_sampling"": 0.20600000000000002, ""observed"": 0.019799999999999998}",attack_family_challenge,attack_family,Credential Access,43494,0.9834087481146304,0.9963754709092967,49225,5000,95219
uwf,heldout_family,defense_evasion,gb_full,gb_full,sklearn_boosting,full,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,49225,5000,95219
uwf,heldout_family,defense_evasion,gb_full__val_observed_f1,gb_full,sklearn_boosting,full,val_observed_f1,single_validation_observed,0.451,{},attack_family_challenge,attack_family,Credential Access,43494,0.9996001599360256,0.9996001599360256,49225,5000,95219
uwf,heldout_family,defense_evasion,gb_full__val_robust_minimax,gb_full,sklearn_boosting,full,val_robust_minimax,single_validation_minimax,0.8626,{},attack_family_challenge,attack_family,Credential Access,43494,0.9994003597841296,0.9997601119424313,49225,5000,95219
uwf,heldout_family,defense_evasion,gb_full__oracle_env_upper_bound,gb_full,sklearn_boosting,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.2354, ""delayed_collector"": 0.01, ""high_background"": 0.3922, ""low_sampling"": 0.019799999999999998, ""observed"": 0.01}",attack_family_challenge,attack_family,Credential Access,43494,1.0,1.0,49225,5000,95219
uwf,heldout_family,defense_evasion,xgb_full,xgb_full,xgboost,full,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,49225,5000,95219
uwf,heldout_family,defense_evasion,xgb_full__val_observed_f1,xgb_full,xgboost,full,val_observed_f1,single_validation_observed,0.9606,{},attack_family_challenge,attack_family,Credential Access,43494,1.0,1.0,49225,5000,95219
uwf,heldout_family,defense_evasion,xgb_full__val_robust_minimax,xgb_full,xgboost,full,val_robust_minimax,single_validation_minimax,0.9606,{},attack_family_challenge,attack_family,Credential Access,43494,0.9996,0.9998000239856047,49225,5000,95219
uwf,heldout_family,defense_evasion,xgb_full__oracle_env_upper_bound,xgb_full,xgboost,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.2844, ""delayed_collector"": 0.01, ""high_background"": 0.6862, ""low_sampling"": 0.01, ""observed"": 0.01}",attack_family_challenge,attack_family,Credential Access,43494,1.0,1.0,49225,5000,95219
uwf,heldout_family,defense_evasion,lgbm_full,lgbm_full,lightgbm,full,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,49225,5000,95219
uwf,heldout_family,defense_evasion,lgbm_full__val_observed_f1,lgbm_full,lightgbm,full,val_observed_f1,single_validation_observed,0.9606,{},attack_family_challenge,attack_family,Credential Access,43494,0.9998000399920016,0.9998000399920016,49225,5000,95219
uwf,heldout_family,defense_evasion,lgbm_full__val_robust_minimax,lgbm_full,lightgbm,full,val_robust_minimax,single_validation_minimax,0.99,{},attack_family_challenge,attack_family,Credential Access,43494,0.9900990099009901,0.9960842564309852,49225,5000,95219
uwf,heldout_family,defense_evasion,lgbm_full__oracle_env_upper_bound,lgbm_full,lightgbm,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.9508, ""delayed_collector"": 0.01, ""high_background"": 0.2648, ""low_sampling"": 0.01, ""observed"": 0.01}",attack_family_challenge,attack_family,Credential Access,43494,0.9954198473282443,0.9990839694656488,49225,5000,95219
uwf,heldout_family,defense_evasion,cat_full,cat_full,catboost,full,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,49225,5000,95219
uwf,heldout_family,defense_evasion,cat_full__val_observed_f1,cat_full,catboost,full,val_observed_f1,single_validation_observed,0.9703999999999999,{},attack_family_challenge,attack_family,Credential Access,43494,0.9998000399920016,0.9998000399920016,49225,5000,95219
uwf,heldout_family,defense_evasion,cat_full__val_robust_minimax,cat_full,catboost,full,val_robust_minimax,single_validation_minimax,0.9606,{},attack_family_challenge,attack_family,Credential Access,43494,0.9994003597841296,0.999680127939232,49225,5000,95219
uwf,heldout_family,defense_evasion,cat_full__oracle_env_upper_bound,cat_full,catboost,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.1864, ""delayed_collector"": 0.019799999999999998, ""high_background"": 0.7352, ""low_sampling"": 0.059000000000000004, ""observed"": 0.019799999999999998}",attack_family_challenge,attack_family,Credential Access,43494,1.0,1.0,49225,5000,95219
uwf,heldout_family,defense_evasion,iforest_env_sensitive,iforest_env_sensitive,sklearn_anomaly,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,49225,5000,95219
uwf,heldout_family,defense_evasion,iforest_env_sensitive__val_observed_f1,iforest_env_sensitive,sklearn_anomaly,env_sensitive,val_observed_f1,single_validation_observed,0.6666,{},attack_family_challenge,attack_family,Credential Access,43494,0.9942334460131239,0.9942334460131239,49225,5000,95219
uwf,heldout_family,defense_evasion,iforest_env_sensitive__val_robust_minimax,iforest_env_sensitive,sklearn_anomaly,env_sensitive,val_robust_minimax,single_validation_minimax,0.6764,{},attack_family_challenge,attack_family,Credential Access,43494,0.9832402234636871,0.9905402878611553,49225,5000,95219
uwf,heldout_family,defense_evasion,iforest_env_sensitive__oracle_env_upper_bound,iforest_env_sensitive,sklearn_anomaly,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.255, ""delayed_collector"": 0.4118, ""high_background"": 0.304, ""low_sampling"": 0.1374, ""observed"": 0.4216}",attack_family_challenge,attack_family,Credential Access,43494,0.728538283062645,0.8127598577287533,49225,5000,95219
uwf,heldout_family,defense_evasion,pyod_ecod_env_sensitive,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,49225,5000,95219
uwf,heldout_family,defense_evasion,pyod_ecod_env_sensitive__val_observed_f1,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,val_observed_f1,single_validation_observed,0.255,{},attack_family_challenge,attack_family,Credential Access,43494,0.9892515923566879,0.9892515923566879,49225,5000,95219
uwf,heldout_family,defense_evasion,pyod_ecod_env_sensitive__val_robust_minimax,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,val_robust_minimax,single_validation_minimax,0.2354,{},attack_family_challenge,attack_family,Credential Access,43494,0.9495492039132937,0.9679129992468912,49225,5000,95219
uwf,heldout_family,defense_evasion,pyod_ecod_env_sensitive__oracle_env_upper_bound,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.0688, ""delayed_collector"": 0.108, ""high_background"": 0.07859999999999999, ""low_sampling"": 0.0982, ""observed"": 0.1374}",attack_family_challenge,attack_family,Credential Access,43494,0.6687565308254964,0.7356887911224541,49225,5000,95219
uwf,heldout_family,defense_evasion,pyod_copod_env_sensitive,pyod_copod_env_sensitive,pyod_copod,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,49225,5000,95219
uwf,heldout_family,defense_evasion,pyod_copod_env_sensitive__val_observed_f1,pyod_copod_env_sensitive,pyod_copod,env_sensitive,val_observed_f1,single_validation_observed,0.2354,{},attack_family_challenge,attack_family,Credential Access,43494,0.9908657664813344,0.9908657664813344,49225,5000,95219
uwf,heldout_family,defense_evasion,pyod_copod_env_sensitive__val_robust_minimax,pyod_copod_env_sensitive,pyod_copod,env_sensitive,val_robust_minimax,single_validation_minimax,0.2452,{},attack_family_challenge,attack_family,Credential Access,43494,0.9683964104564963,0.9823881224732235,49225,5000,95219
uwf,heldout_family,defense_evasion,pyod_copod_env_sensitive__oracle_env_upper_bound,pyod_copod_env_sensitive,pyod_copod,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.0394, ""delayed_collector"": 0.059000000000000004, ""high_background"": 0.0394, ""low_sampling"": 0.01, ""observed"": 0.0982}",attack_family_challenge,attack_family,Credential Access,43494,0.6625641025641026,0.7256678315418753,49225,5000,95219
uwf,heldout_family,exfiltration,lr_full,lr_full,sklearn_linear,full,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,95146,652,95798
uwf,heldout_family,exfiltration,lr_full__val_observed_f1,lr_full,sklearn_linear,full,val_observed_f1,single_validation_observed,0.1374,{},attack_family_challenge,attack_family,Defense Evasion,326,0.998468606431853,0.998468606431853,95146,652,95798
uwf,heldout_family,exfiltration,lr_full__val_robust_minimax,lr_full,sklearn_linear,full,val_robust_minimax,single_validation_minimax,0.2256,{},attack_family_challenge,attack_family,Defense Evasion,326,0.898989898989899,0.975226129029406,95146,652,95798
uwf,heldout_family,exfiltration,lr_full__oracle_env_upper_bound,lr_full,sklearn_linear,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.01, ""delayed_collector"": 0.0982, ""high_background"": 0.3628, ""low_sampling"": 0.019799999999999998, ""observed"": 0.07859999999999999}",attack_family_challenge,attack_family,Defense Evasion,326,1.0,1.0,95146,652,95798
uwf,heldout_family,exfiltration,rf_full,rf_full,sklearn_tree,full,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,95146,652,95798
uwf,heldout_family,exfiltration,rf_full__val_observed_f1,rf_full,sklearn_tree,full,val_observed_f1,single_validation_observed,0.019799999999999998,{},attack_family_challenge,attack_family,Defense Evasion,326,0.998468606431853,0.998468606431853,95146,652,95798
uwf,heldout_family,exfiltration,rf_full__val_robust_minimax,rf_full,sklearn_tree,full,val_robust_minimax,single_validation_minimax,0.3824,{},attack_family_challenge,attack_family,Defense Evasion,326,0.9819277108433735,0.9924084444854223,95146,652,95798
uwf,heldout_family,exfiltration,rf_full__oracle_env_upper_bound,rf_full,sklearn_tree,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.2452, ""delayed_collector"": 0.01, ""high_background"": 0.3726, ""low_sampling"": 0.0982, ""observed"": 0.01}",attack_family_challenge,attack_family,Defense Evasion,326,1.0,1.0,95146,652,95798
uwf,heldout_family,exfiltration,gb_full,gb_full,sklearn_boosting,full,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,95146,652,95798
uwf,heldout_family,exfiltration,gb_full__val_observed_f1,gb_full,sklearn_boosting,full,val_observed_f1,single_validation_observed,0.941,{},attack_family_challenge,attack_family,Defense Evasion,326,1.0,1.0,95146,652,95798
uwf,heldout_family,exfiltration,gb_full__val_robust_minimax,gb_full,sklearn_boosting,full,val_robust_minimax,single_validation_minimax,0.451,{},attack_family_challenge,attack_family,Defense Evasion,326,0.998468606431853,0.9984686064318529,95146,652,95798
uwf,heldout_family,exfiltration,gb_full__oracle_env_upper_bound,gb_full,sklearn_boosting,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.019799999999999998, ""delayed_collector"": 0.01, ""high_background"": 0.0688, ""low_sampling"": 0.01, ""observed"": 0.01}",attack_family_challenge,attack_family,Defense Evasion,326,1.0,1.0,95146,652,95798
uwf,heldout_family,exfiltration,xgb_full,xgb_full,xgboost,full,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,95146,652,95798
uwf,heldout_family,exfiltration,xgb_full__val_observed_f1,xgb_full,xgboost,full,val_observed_f1,single_validation_observed,0.9508,{},attack_family_challenge,attack_family,Defense Evasion,326,1.0,1.0,95146,652,95798
uwf,heldout_family,exfiltration,xgb_full__val_robust_minimax,xgb_full,xgboost,full,val_robust_minimax,single_validation_minimax,0.794,{},attack_family_challenge,attack_family,Defense Evasion,326,0.9969418960244648,0.9984695430640048,95146,652,95798
uwf,heldout_family,exfiltration,xgb_full__oracle_env_upper_bound,xgb_full,xgboost,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.019799999999999998, ""delayed_collector"": 0.01, ""high_background"": 0.01, ""low_sampling"": 0.01, ""observed"": 0.01}",attack_family_challenge,attack_family,Defense Evasion,326,1.0,1.0,95146,652,95798
uwf,heldout_family,exfiltration,lgbm_full,lgbm_full,lightgbm,full,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,95146,652,95798
uwf,heldout_family,exfiltration,lgbm_full__val_observed_f1,lgbm_full,lightgbm,full,val_observed_f1,single_validation_observed,0.647,{},attack_family_challenge,attack_family,Defense Evasion,326,1.0,1.0,95146,652,95798
uwf,heldout_family,exfiltration,lgbm_full__val_robust_minimax,lgbm_full,lightgbm,full,val_robust_minimax,single_validation_minimax,0.1472,{},attack_family_challenge,attack_family,Defense Evasion,326,0.9923896499238964,0.9957298056097844,95146,652,95798
uwf,heldout_family,exfiltration,lgbm_full__oracle_env_upper_bound,lgbm_full,lightgbm,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.019799999999999998, ""delayed_collector"": 0.01, ""high_background"": 0.019799999999999998, ""low_sampling"": 0.01, ""observed"": 0.01}",attack_family_challenge,attack_family,Defense Evasion,326,1.0,1.0,95146,652,95798
uwf,heldout_family,exfiltration,cat_full,cat_full,catboost,full,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,95146,652,95798
uwf,heldout_family,exfiltration,cat_full__val_observed_f1,cat_full,catboost,full,val_observed_f1,single_validation_observed,0.9606,{},attack_family_challenge,attack_family,Defense Evasion,326,1.0,1.0,95146,652,95798
uwf,heldout_family,exfiltration,cat_full__val_robust_minimax,cat_full,catboost,full,val_robust_minimax,single_validation_minimax,0.8822,{},attack_family_challenge,attack_family,Defense Evasion,326,0.9969325153374233,0.9981595063161091,95146,652,95798
uwf,heldout_family,exfiltration,cat_full__oracle_env_upper_bound,cat_full,catboost,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.0394, ""delayed_collector"": 0.01, ""high_background"": 0.1374, ""low_sampling"": 0.0492, ""observed"": 0.01}",attack_family_challenge,attack_family,Defense Evasion,326,1.0,1.0,95146,652,95798
uwf,heldout_family,exfiltration,iforest_env_sensitive,iforest_env_sensitive,sklearn_anomaly,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,95146,652,95798
uwf,heldout_family,exfiltration,iforest_env_sensitive__val_observed_f1,iforest_env_sensitive,sklearn_anomaly,env_sensitive,val_observed_f1,single_validation_observed,0.4118,{},attack_family_challenge,attack_family,Defense Evasion,326,0.9118881118881119,0.9118881118881119,95146,652,95798
uwf,heldout_family,exfiltration,iforest_env_sensitive__val_robust_minimax,iforest_env_sensitive,sklearn_anomaly,env_sensitive,val_robust_minimax,single_validation_minimax,0.1472,{},attack_family_challenge,attack_family,Defense Evasion,326,0.6995708154506438,0.738383280512687,95146,652,95798
