environment_id,detector,f1_mean,auc_mean
congested_link,cat_full,0.9054387638495365,0.9987945196778277
congested_link,cat_full__oracle_env_upper_bound,0.9593601098829116,0.9987945196778277
congested_link,cat_full__val_observed_f1,0.9429772033502385,0.9987945196778277
congested_link,cat_full__val_robust_minimax,0.9050776166751391,0.9987945196778277
congested_link,gb_full,0.8997264321606699,0.951044487907166
congested_link,gb_full__oracle_env_upper_bound,0.9055482362833207,0.951044487907166
congested_link,gb_full__val_observed_f1,0.8904433418924409,0.951044487907166
congested_link,gb_full__val_robust_minimax,0.8946486817690014,0.951044487907166
congested_link,iforest_env_sensitive,0.7555227225223524,0.8677895682853398
congested_link,iforest_env_sensitive__oracle_env_upper_bound,0.8693636106035566,0.8677895682853398
congested_link,iforest_env_sensitive__val_observed_f1,0.6653086044371227,0.8677895682853398
congested_link,iforest_env_sensitive__val_robust_minimax,0.6055025671447161,0.8677895682853398
congested_link,lgbm_full,0.8978346587071802,0.9311361871911814
congested_link,lgbm_full__oracle_env_upper_bound,0.9023588294548602,0.9311361871911814
congested_link,lgbm_full__val_observed_f1,0.8903361281215341,0.9311361871911814
congested_link,lgbm_full__val_robust_minimax,0.8708091354626738,0.9311361871911814
congested_link,lr_full,0.8657881825170876,0.9614976339449564
congested_link,lr_full__oracle_env_upper_bound,0.9222525109787991,0.9614976339449564
congested_link,lr_full__val_observed_f1,0.8305357976055309,0.9614976339449564
congested_link,lr_full__val_robust_minimax,0.7775018459335585,0.9614976339449564
congested_link,pyod_copod_env_sensitive,0.5876164561448277,0.785480641553908
congested_link,pyod_copod_env_sensitive__oracle_env_upper_bound,0.7923596711758868,0.785480641553908
congested_link,pyod_copod_env_sensitive__val_observed_f1,0.6242788017946493,0.785480641553908
congested_link,pyod_copod_env_sensitive__val_robust_minimax,0.5604898044533223,0.785480641553908
congested_link,pyod_ecod_env_sensitive,0.5879224481204098,0.7443788290348514
congested_link,pyod_ecod_env_sensitive__oracle_env_upper_bound,0.7698083194963582,0.7443788290348514
congested_link,pyod_ecod_env_sensitive__val_observed_f1,0.6108741301172509,0.7443788290348514
congested_link,pyod_ecod_env_sensitive__val_robust_minimax,0.61997403242724,0.7443788290348514
congested_link,rf_full,0.8973682702310881,0.9775099795588723
congested_link,rf_full__oracle_env_upper_bound,0.9670917160156003,0.9775099795588723
congested_link,rf_full__val_observed_f1,0.8124637522376059,0.9775099795588723
congested_link,rf_full__val_robust_minimax,0.8467972386676573,0.9775099795588723
congested_link,xgb_full,0.9000258674372551,0.9976963312569618
congested_link,xgb_full__oracle_env_upper_bound,0.912977283643284,0.9976963312569618
congested_link,xgb_full__val_observed_f1,0.9053889356137956,0.9976963312569618
congested_link,xgb_full__val_robust_minimax,0.905412250654782,0.9976963312569618
delayed_collector,cat_full,0.9065032933039653,0.9995860535778016
delayed_collector,cat_full__oracle_env_upper_bound,0.9619403000201832,0.9995860535778016
delayed_collector,cat_full__val_observed_f1,0.9568352978319492,0.9995860535778016
delayed_collector,cat_full__val_robust_minimax,0.9123899264000543,0.9995860535778016
delayed_collector,gb_full,0.9013605027195345,0.951040861593925
delayed_collector,gb_full__oracle_env_upper_bound,0.9035712670811382,0.951040861593925
delayed_collector,gb_full__val_observed_f1,0.8986112068240505,0.951040861593925
delayed_collector,gb_full__val_robust_minimax,0.899698470642772,0.951040861593925
delayed_collector,iforest_env_sensitive,0.8179187452815023,0.9377161143905146
delayed_collector,iforest_env_sensitive__oracle_env_upper_bound,0.9334865953099805,0.9377161143905146
delayed_collector,iforest_env_sensitive__val_observed_f1,0.7427084679626964,0.9377161143905146
delayed_collector,iforest_env_sensitive__val_robust_minimax,0.6506642904803102,0.9377161143905146
delayed_collector,lgbm_full,0.9016747400090253,0.9354961019113089
delayed_collector,lgbm_full__oracle_env_upper_bound,0.903373657550093,0.9354961019113089
delayed_collector,lgbm_full__val_observed_f1,0.898196379347761,0.9354961019113089
delayed_collector,lgbm_full__val_robust_minimax,0.8998651194024256,0.9354961019113089
delayed_collector,lr_full,0.8976320864976104,0.9955114267211329
delayed_collector,lr_full__oracle_env_upper_bound,0.9531817051498266,0.9955114267211329
delayed_collector,lr_full__val_observed_f1,0.8694292191768345,0.9955114267211329
delayed_collector,lr_full__val_robust_minimax,0.7871475915990698,0.9955114267211329
delayed_collector,pyod_copod_env_sensitive,0.4942601847823962,0.7849425802204653
delayed_collector,pyod_copod_env_sensitive__oracle_env_upper_bound,0.8380423372286169,0.7849425802204653
delayed_collector,pyod_copod_env_sensitive__val_observed_f1,0.6148048008356297,0.7849425802204653
delayed_collector,pyod_copod_env_sensitive__val_robust_minimax,0.5688914431641169,0.7849425802204653
delayed_collector,pyod_ecod_env_sensitive,0.5396615230412787,0.8221486812584347
delayed_collector,pyod_ecod_env_sensitive__oracle_env_upper_bound,0.8511536687117802,0.8221486812584347
delayed_collector,pyod_ecod_env_sensitive__val_observed_f1,0.6745934061356629,0.8221486812584347
delayed_collector,pyod_ecod_env_sensitive__val_robust_minimax,0.637990417442519,0.8221486812584347
delayed_collector,rf_full,0.9078914926050053,0.9984002185444767
delayed_collector,rf_full__oracle_env_upper_bound,0.963857748531457,0.9984002185444767
delayed_collector,rf_full__val_observed_f1,0.9517988291414005,0.9984002185444767
delayed_collector,rf_full__val_robust_minimax,0.9103541556178454,0.9984002185444767
delayed_collector,xgb_full,0.9014207589173904,0.9987246535728616
delayed_collector,xgb_full__oracle_env_upper_bound,0.9129467485139106,0.9987246535728616
delayed_collector,xgb_full__val_observed_f1,0.9077196805961402,0.9987246535728616
delayed_collector,xgb_full__val_robust_minimax,0.9076062223529575,0.9987246535728616
high_background,cat_full,0.9087912024822051,0.9983289880921721
high_background,cat_full__oracle_env_upper_bound,0.9716135766606337,0.9983289880921721
high_background,cat_full__val_observed_f1,0.9466728209769478,0.9983289880921721
high_background,cat_full__val_robust_minimax,0.9370430130864129,0.9983289880921721
high_background,gb_full,0.9081920994534226,0.9527070898303395
high_background,gb_full__oracle_env_upper_bound,0.9256236028273255,0.9527070898303395
high_background,gb_full__val_observed_f1,0.9022586262618072,0.9527070898303395
high_background,gb_full__val_robust_minimax,0.9021374388555581,0.9527070898303395
high_background,iforest_env_sensitive,0.6631088460151091,0.835439815160823
high_background,iforest_env_sensitive__oracle_env_upper_bound,0.8356107438642615,0.835439815160823
high_background,iforest_env_sensitive__val_observed_f1,0.659737415431435,0.835439815160823
high_background,iforest_env_sensitive__val_robust_minimax,0.5909466403472025,0.835439815160823
high_background,lgbm_full,0.9064402059513625,0.9741018975526913
high_background,lgbm_full__oracle_env_upper_bound,0.9088834746803413,0.9741018975526913
high_background,lgbm_full__val_observed_f1,0.8801670844001144,0.9741018975526913
high_background,lgbm_full__val_robust_minimax,0.9038137402473103,0.9741018975526913
high_background,lr_full,0.9177634818862848,0.9920786953342413
