dataset,split,fold,detector,base_detector,detector_family,feature_profile,calibration_policy,environment_id,train_rows,test_rows,train_positive_rate,test_positive_rate,fit_seconds,eval_seconds,semantic_preservation_score,accuracy,precision,recall,f1,auc,alert_budget_inflation,causal_fragility_score,environment_leakage_score,score_environment_leakage_score
uwf,random,all,lr_full__val_robust_minimax,lr_full,sklearn_linear,full,val_robust_minimax,observed,62316,33555,0.5003048976185891,0.5003129190880644,95.26341742277145,0.00036239996552467346,1.0,0.9978840709283266,0.9960239748382885,0.9997617345723135,0.9978893546181515,0.9999140165481856,1.0037526804860615,0.662005497838848,0.08667849442688925,0.34279749175914587
uwf,random,all,lr_full__val_robust_minimax,lr_full,sklearn_linear,full,val_robust_minimax,low_sampling,62316,33555,0.5003048976185891,0.5003129190880644,95.26341742277145,0.00025865063071250916,1.0,0.7719266875279392,0.9937304075235109,0.5475935191803669,0.7060947040976996,0.9582259117482307,0.5510483678818203,0.662005497838848,0.08667849442688925,0.34279749175914587
uwf,random,all,lr_full__val_robust_minimax,lr_full,sklearn_linear,full,val_robust_minimax,congested_link,62316,33555,0.5003048976185891,0.5003129190880644,95.26341742277145,0.0002743341028690338,1.0,0.9926389509760095,0.9863569538371068,0.9991065046461758,0.99269079395141,0.9998496612934807,1.0129258994519894,0.662005497838848,0.08667849442688925,0.34279749175914587
uwf,random,all,lr_full__val_robust_minimax,lr_full,sklearn_linear,full,val_robust_minimax,high_background,62316,33555,0.5003048976185891,0.5003129190880644,95.26341742277145,0.0002429671585559845,1.0,0.9807778274474743,0.9632137733142038,0.9997617345723135,0.981147517025692,0.9996608124593876,1.037943769359066,0.662005497838848,0.08667849442688925,0.34279749175914587
uwf,random,all,lr_full__val_robust_minimax,lr_full,sklearn_linear,full,val_robust_minimax,delayed_collector,62316,33555,0.5003048976185891,0.5003129190880644,95.26341742277145,0.00042120739817619324,1.0,0.9975860527492177,0.9957272565426384,0.9994639027877055,0.9975920806207081,0.9998880861587794,1.0037526804860615,0.662005497838848,0.08667849442688925,0.34279749175914587
uwf,random,all,lr_full__oracle_env_upper_bound,lr_full,sklearn_linear,full,oracle_env_upper_bound,observed,62316,33555,0.5003048976185891,0.5003129190880644,95.26341742277145,0.00033977627754211426,1.0,0.9981522872895247,0.9971465937462847,0.9991660710030974,0.9981553109193693,0.9999140165481856,1.0020252561353347,0.662005497838848,0.08439109825170521,0.34279749175914587
uwf,random,all,lr_full__oracle_env_upper_bound,lr_full,sklearn_linear,full,oracle_env_upper_bound,low_sampling,62316,33555,0.5003048976185891,0.5003129190880644,95.26341742277145,0.0002862401306629181,1.0,0.7718074802562956,0.9925558312655087,0.5480104836788182,0.7061442222819204,0.9582259117482307,0.5521205623064094,0.662005497838848,0.08439109825170521,0.34279749175914587
uwf,random,all,lr_full__oracle_env_upper_bound,lr_full,sklearn_linear,full,oracle_env_upper_bound,congested_link,62316,33555,0.5003048976185891,0.5003129190880644,95.26341742277145,0.0002743378281593323,1.0,0.9975860527492177,0.9964933135215454,0.9986895401477246,0.9975902180703894,0.9998496612934807,1.0022039552060995,0.662005497838848,0.08439109825170521,0.34279749175914587
uwf,random,all,lr_full__oracle_env_upper_bound,lr_full,sklearn_linear,full,oracle_env_upper_bound,high_background,62316,33555,0.5003048976185891,0.5003129190880644,95.26341742277145,0.0002702958881855011,1.0,0.9915958873491283,0.9852422389463782,0.9981534429354301,0.9916558172564801,0.9996608124593876,1.0131045985227543,0.662005497838848,0.08439109825170521,0.34279749175914587
uwf,random,all,lr_full__oracle_env_upper_bound,lr_full,sklearn_linear,full,oracle_env_upper_bound,delayed_collector,62316,33555,0.5003048976185891,0.5003129190880644,95.26341742277145,0.00023387372493743896,1.0,0.9981522872895247,0.9971465937462847,0.9991660710030974,0.9981553109193693,0.9998880861587794,1.0020252561353347,0.662005497838848,0.08439109825170521,0.34279749175914587
uwf,random,all,rf_full,rf_full,sklearn_tree,full,native_default,observed,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.0003390870988368988,1.0,0.9988675309193861,0.997741590395816,1.0,0.9988695186529423,0.9999745758553522,1.0022635215630211,0.6932314560065406,0.003233540456513301,0.5087392455474283
uwf,random,all,rf_full,rf_full,sklearn_tree,full,native_default,low_sampling,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.0003291703760623932,1.0,0.9958575473103859,0.9981449344742984,0.993566833452466,0.995850622406639,0.9999168000062071,0.9954133905170359,0.6932314560065406,0.003233540456513301,0.5087392455474283
uwf,random,all,rf_full,rf_full,sklearn_tree,full,native_default,congested_link,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.000332120805978775,1.0,0.9934734018775145,0.991574200439091,0.9954133905170359,0.9934900865015903,0.999851039700261,1.0038718131999047,0.6932314560065406,0.003233540456513301,0.5087392455474283
uwf,random,all,rf_full,rf_full,sklearn_tree,full,native_default,high_background,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.00031568482518196106,1.0,0.9831023692445239,0.9741041678844917,0.9926137717417203,0.9832718690072282,0.9995071822737911,1.0190016678579938,0.6932314560065406,0.003233540456513301,0.5087392455474283
uwf,random,all,rf_full,rf_full,sklearn_tree,full,native_default,delayed_collector,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.000285957008600235,1.0,0.9985695127402772,0.9971489665003563,1.0,0.9985724482512491,0.9998987084172154,1.0028591851322373,0.6932314560065406,0.003233540456513301,0.5087392455474283
uwf,random,all,rf_full__val_observed_f1,rf_full,sklearn_tree,full,val_observed_f1,observed,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.0003511272370815277,1.0,0.9976754582029503,0.9953753112771255,1.0,0.9976822963095026,0.9999745758553522,1.0046461758398857,0.6932314560065406,0.19721419429763384,0.5087392455474283
uwf,random,all,rf_full__val_observed_f1,rf_full,sklearn_tree,full,val_observed_f1,low_sampling,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.0002317391335964203,1.0,0.5121442407986887,0.50630315459316,1.0,0.6722460257077644,0.9999168000062071,1.9751012628067668,0.6932314560065406,0.19721419429763384,0.5087392455474283
uwf,random,all,rf_full__val_observed_f1,rf_full,sklearn_tree,full,val_observed_f1,congested_link,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.00023289024829864502,1.0,0.7305617642676203,0.6499670912540167,1.0,0.7878546120092921,0.999851039700261,1.5385394329282822,0.6932314560065406,0.19721419429763384,0.5087392455474283
uwf,random,all,rf_full__val_observed_f1,rf_full,sklearn_tree,full,val_observed_f1,high_background,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.00023545697331428528,1.0,0.6233646252421398,0.5705158703187657,1.0,0.7265330852122733,0.9995071822737911,1.7527996187753156,0.6932314560065406,0.19721419429763384,0.5087392455474283
uwf,random,all,rf_full__val_observed_f1,rf_full,sklearn_tree,full,val_observed_f1,delayed_collector,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.00021450966596603394,1.0,0.9916554909849501,0.9835950316381533,1.0,0.9917296786389413,0.9998987084172154,1.0166785799380509,0.6932314560065406,0.19721419429763384,0.5087392455474283
uwf,random,all,rf_full__val_robust_minimax,rf_full,sklearn_tree,full,val_robust_minimax,observed,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.00023761391639709473,1.0,0.9986589181940099,0.9973266797362323,1.0,0.998661550816454,0.9999745758553522,1.0026804860614724,0.6932314560065406,0.0035608479409812537,0.5087392455474283
uwf,random,all,rf_full__val_robust_minimax,rf_full,sklearn_tree,full,val_robust_minimax,low_sampling,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.00020159780979156494,1.0,0.9984503054686336,0.9977397097311445,0.9991660710030974,0.998452380952381,0.9999168000062071,1.0014295925661187,0.6932314560065406,0.0035608479409812537,0.5087392455474283
uwf,random,all,rf_full__val_robust_minimax,rf_full,sklearn_tree,full,val_robust_minimax,congested_link,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.00020483508706092834,1.0,0.9921323200715244,0.9845747800586511,0.9999404336430784,0.9921981204562917,0.999851039700261,1.015606385513462,0.6932314560065406,0.0035608479409812537,0.5087392455474283
uwf,random,all,rf_full__val_robust_minimax,rf_full,sklearn_tree,full,val_robust_minimax,high_background,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.00020907819271087646,1.0,0.9811652510803159,0.9638263665594855,0.9998808672861568,0.9815226289322886,0.9995071822737911,1.0374076721467715,0.6932314560065406,0.0035608479409812537,0.5087392455474283
uwf,random,all,rf_full__val_robust_minimax,rf_full,sklearn_tree,full,val_robust_minimax,delayed_collector,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.0002128295600414276,1.0,0.9985695127402772,0.9971489665003563,1.0,0.9985724482512491,0.9998987084172154,1.0028591851322373,0.6932314560065406,0.0035608479409812537,0.5087392455474283
uwf,random,all,rf_full__oracle_env_upper_bound,rf_full,sklearn_tree,full,oracle_env_upper_bound,observed,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.0003857053816318512,1.0,0.9990165400089406,0.9980381665774924,1.0,0.9990181201463894,0.9999745758553522,1.001965689778413,0.6932314560065406,0.0030992183537744615,0.5087392455474283
uwf,random,all,rf_full__oracle_env_upper_bound,rf_full,sklearn_tree,full,oracle_env_upper_bound,low_sampling,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.0003137737512588501,1.0,0.9984801072865445,0.9977398441682032,0.999225637360019,0.9984821880301181,0.9999168000062071,1.0014891589230404,0.6932314560065406,0.0030992183537744615,0.5087392455474283
uwf,random,all,rf_full__oracle_env_upper_bound,rf_full,sklearn_tree,full,oracle_env_upper_bound,congested_link,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.0002670399844646454,1.0,0.9943972582327522,0.9898489140698773,0.9990469382892543,0.9944266571801257,0.999851039700261,1.0092923516797712,0.6932314560065406,0.0030992183537744615,0.5087392455474283
uwf,random,all,rf_full__oracle_env_upper_bound,rf_full,sklearn_tree,full,oracle_env_upper_bound,high_background,62316,33555,0.5003048976185891,0.5003129190880644,29.621623434126377,0.0002557709813117981,1.0,0.9870362092087618,0.9904036466142866,0.9836192518465571,0.9869997908012312,0.9995071822737911,0.9931498689540148,0.6932314560065406,0.0030992183537744615,0.5087392455474283
