dataset,split,fold,detector,detector_family,feature_profile,observed_f1,worst_intervention_f1,worst_hidden_drop
uwf,heldout_family,defense_evasion,xgb_full__val_robust_minimax,xgboost,full,1.0,0.6774847870182555,0.32251521298174446
uwf,heldout_family,persistence,rf_full__val_observed_f1,sklearn_tree,full,0.998468606431853,0.6805845511482255,0.3178840552836275
uwf,heldout_family,persistence,rf_full__val_robust_minimax,sklearn_tree,full,0.998468606431853,0.6805845511482255,0.3178840552836275
uwf,heldout_family,privilege_escalation,rf_full__val_observed_f1,sklearn_tree,full,0.998468606431853,0.6812957157784744,0.3171728906533786
uwf,heldout_family,privilege_escalation,rf_full__val_robust_minimax,sklearn_tree,full,0.998468606431853,0.6812957157784744,0.3171728906533786
uwf,heldout_family,reconnaissance,pyod_ecod_env_sensitive__val_robust_minimax,pyod_ecod,env_sensitive,0.3116531165311653,0.0027416038382453737,0.3089115126929199
uwf,time,within_family_chronological,lr_full,sklearn_linear,full,0.9984821880301181,0.7063662924803936,0.2921158955497245
uwf,random,all,lr_full__oracle_env_upper_bound,sklearn_linear,full,0.9981553109193693,0.7061442222819204,0.29201108863744885
uwf,random,all,lr_full__val_robust_minimax,sklearn_linear,full,0.9978893546181515,0.7060947040976996,0.29179465052045195
uwf,random,all,lr_full__val_observed_f1,sklearn_linear,full,0.9974748224948754,0.7060133630289532,0.29146145946592217
uwf,time,within_family_chronological,lr_full__oracle_env_upper_bound,sklearn_linear,full,0.9984821880301181,0.7083684896832093,0.2901136983469088
uwf,source_ip,within_family_source_ip,rf_full__val_observed_f1,sklearn_tree,full,0.9986414361960213,0.7127224877069049,0.28591894848911636
uwf,time,within_family_chronological,lr_full__val_observed_f1,sklearn_linear,full,0.9907634196004368,0.7079095828376252,0.2828538367628116
uwf,heldout_family,exfiltration,iforest_env_sensitive,sklearn_anomaly,env_sensitive,0.7666666666666667,0.4842105263157895,0.28245614035087724
uwf,heldout_family,initial_access,lr_full__val_observed_f1,sklearn_linear,full,1.0,0.7220956719817767,0.2779043280182233
uwf,heldout_family,initial_access,lr_full__oracle_env_upper_bound,sklearn_linear,full,1.0,0.7235494880546075,0.2764505119453925
uwf,heldout_family,defense_evasion,lr_full__val_observed_f1,sklearn_linear,full,0.2796833773087071,0.0061162079510703364,0.2735671693576368
uwf,heldout_family,defense_evasion,lr_full__val_robust_minimax,sklearn_linear,full,0.2796833773087071,0.0061162079510703364,0.2735671693576368
uwf,time,within_family_chronological,lr_full__val_robust_minimax,sklearn_linear,full,0.9665476738830032,0.7061475566423413,0.2604001172406619
uwf,heldout_family,initial_access,pyod_copod_env_sensitive__val_observed_f1,pyod_copod,env_sensitive,0.8360655737704918,0.5817524841915086,0.25431308957898324
uwf,heldout_family,exfiltration,pyod_ecod_env_sensitive__val_robust_minimax,pyod_ecod,env_sensitive,0.7076923076923077,0.46153846153846156,0.24615384615384617
uwf,heldout_family,exfiltration,pyod_copod_env_sensitive__val_observed_f1,pyod_copod,env_sensitive,0.7419354838709677,0.5054945054945055,0.23644097837646227
uwf,heldout_family,initial_access,pyod_ecod_env_sensitive__val_observed_f1,pyod_ecod,env_sensitive,0.8471892319873318,0.6225425950196593,0.2246466369676725
uwf,heldout_family,reconnaissance,lr_full,sklearn_linear,full,0.2857984678845021,0.06710963455149502,0.21868883333300707
uwf,heldout_family,persistence,iforest_env_sensitive,sklearn_anomaly,env_sensitive,0.8834688346883469,0.6694045174537988,0.2140643172345481
uwf,source_ip,within_family_source_ip,iforest_env_sensitive,sklearn_anomaly,env_sensitive,0.909621248950369,0.6981919332406119,0.2114293157097571
uwf,heldout_family,defense_evasion,rf_full,sklearn_tree,full,1.0,0.7903525046382189,0.20964749536178107
uwf,heldout_family,privilege_escalation,iforest_env_sensitive,sklearn_anomaly,env_sensitive,0.8716577540106952,0.6680327868852459,0.2036249671254493
uwf,heldout_family,initial_access,iforest_env_sensitive,sklearn_anomaly,env_sensitive,0.8711180124223602,0.6682549136390709,0.20286309878328934
uwf,heldout_family,privilege_escalation,iforest_env_sensitive__oracle_env_upper_bound,sklearn_anomaly,env_sensitive,0.9235127478753541,0.7233560090702947,0.20015673880505935
uwf,time,within_family_chronological,rf_full__val_observed_f1,sklearn_tree,full,0.9161459328185118,0.7169335895793295,0.19921234323918224
uwf,heldout_family,persistence,iforest_env_sensitive__oracle_env_upper_bound,sklearn_anomaly,env_sensitive,0.9300998573466477,0.7315968289920725,0.19850302835457523
uwf,heldout_family,persistence,pyod_ecod_env_sensitive__oracle_env_upper_bound,pyod_ecod,env_sensitive,0.8590250329380764,0.6639344262295082,0.19509060670856826
uwf,heldout_family,persistence,pyod_copod_env_sensitive__oracle_env_upper_bound,pyod_copod,env_sensitive,0.8567639257294429,0.6646153846153846,0.19214854111405832
uwf,heldout_family,reconnaissance,iforest_env_sensitive,sklearn_anomaly,env_sensitive,0.843959982081529,0.6529521152952116,0.19100786678631743
uwf,heldout_family,privilege_escalation,pyod_copod_env_sensitive__oracle_env_upper_bound,pyod_copod,env_sensitive,0.8522875816993464,0.6632337796086509,0.18905380209069544
uwf,random,all,iforest_env_sensitive,sklearn_anomaly,env_sensitive,0.8553305311425297,0.6685389901404243,0.18679154100210538
uwf,heldout_family,defense_evasion,iforest_env_sensitive,sklearn_anomaly,env_sensitive,0.8522875816993464,0.6680327868852459,0.18425479481410045
uwf,heldout_family,privilege_escalation,pyod_ecod_env_sensitive__oracle_env_upper_bound,pyod_ecod,env_sensitive,0.8525469168900804,0.6694560669456067,0.18309084994447378
uwf,heldout_family,reconnaissance,pyod_copod_env_sensitive__oracle_env_upper_bound,pyod_copod,env_sensitive,0.7924785393105328,0.6104176668266923,0.1820608724838405
uwf,source_ip,within_family_source_ip,pyod_ecod_env_sensitive__val_observed_f1,pyod_ecod,env_sensitive,0.875164711727475,0.6933643095687527,0.18180040215872229
uwf,heldout_family,reconnaissance,iforest_env_sensitive__oracle_env_upper_bound,sklearn_anomaly,env_sensitive,0.8469508584961516,0.6665138666055467,0.18043699189060491
uwf,heldout_family,exfiltration,iforest_env_sensitive__val_observed_f1,sklearn_anomaly,env_sensitive,0.8363636363636363,0.6571428571428571,0.17922077922077917
uwf,heldout_family,reconnaissance,pyod_copod_env_sensitive,pyod_copod,env_sensitive,0.20439189189189189,0.02631578947368421,0.17807610241820768
uwf,heldout_family,initial_access,pyod_ecod_env_sensitive__oracle_env_upper_bound,pyod_ecod,env_sensitive,0.8471892319873318,0.6695226438188494,0.17766658816848235
uwf,heldout_family,persistence,pyod_ecod_env_sensitive__val_observed_f1,pyod_ecod,env_sensitive,0.8337595907928389,0.6568109820485745,0.17694860874426444
uwf,heldout_family,initial_access,iforest_env_sensitive__oracle_env_upper_bound,sklearn_anomaly,env_sensitive,0.9113100081366965,0.7350993377483444,0.17621067038835214
uwf,heldout_family,defense_evasion,iforest_env_sensitive__oracle_env_upper_bound,sklearn_anomaly,env_sensitive,0.9034965034965035,0.728538283062645,0.17495822043385845
uwf,time,within_family_chronological,lgbm_full__val_observed_f1,lightgbm,full,0.9491688341060726,0.7802100762223462,0.16895875788372638
uwf,heldout_family,defense_evasion,pyod_copod_env_sensitive__oracle_env_upper_bound,pyod_copod,env_sensitive,0.8295165394402035,0.6625641025641026,0.16695243687610095
uwf,heldout_family,credential_access,rf_full__val_observed_f1,sklearn_tree,full,0.9990582290111405,0.8333381232935767,0.1657201057175638
uwf,heldout_family,defense_evasion,pyod_ecod_env_sensitive__oracle_env_upper_bound,pyod_ecod,env_sensitive,0.8290816326530612,0.6687565308254964,0.16032510182756488
uwf,heldout_family,exfiltration,pyod_ecod_env_sensitive__oracle_env_upper_bound,pyod_ecod,env_sensitive,0.9787234042553191,0.8205128205128205,0.15821058374249863
uwf,source_ip,within_family_source_ip,lr_full,sklearn_linear,full,0.9973254230694417,0.840201850294365,0.15712357277507671
uwf,heldout_family,privilege_escalation,pyod_ecod_env_sensitive__val_observed_f1,pyod_ecod,env_sensitive,0.820125786163522,0.6645636172450052,0.15556216891851682
uwf,heldout_family,credential_access,lr_full__val_observed_f1,sklearn_linear,full,0.9977387251919788,0.8422262815681566,0.15551244362382222
uwf,heldout_family,credential_access,lr_full__oracle_env_upper_bound,sklearn_linear,full,0.9992297522561361,0.844581119160051,0.15464863309608512
uwf,heldout_family,credential_access,lr_full,sklearn_linear,full,0.9987016419059437,0.8445113323557408,0.15419030955020285
uwf,time,within_family_chronological,iforest_env_sensitive,sklearn_anomaly,env_sensitive,0.8204789833822091,0.6669315269859558,0.15354745639625333
uwf,heldout_family,exfiltration,lr_full,sklearn_linear,full,1.0,0.85,0.15000000000000002
uwf,heldout_family,exfiltration,lr_full__val_observed_f1,sklearn_linear,full,1.0,0.85,0.15000000000000002
uwf,heldout_family,exfiltration,lr_full__val_robust_minimax,sklearn_linear,full,1.0,0.85,0.15000000000000002
uwf,heldout_family,reconnaissance,pyod_ecod_env_sensitive__oracle_env_upper_bound,pyod_ecod,env_sensitive,0.8121059268600253,0.6667430666972267,0.14536286016279854
uwf,heldout_family,initial_access,pyod_copod_env_sensitive__oracle_env_upper_bound,pyod_copod,env_sensitive,0.8360655737704918,0.6920415224913494,0.14402405127914242
uwf,heldout_family,credential_access,lr_full__val_robust_minimax,sklearn_linear,full,0.981925397076433,0.8404954499494439,0.1414299471269891
uwf,source_ip,within_family_source_ip,lr_full__val_observed_f1,sklearn_linear,full,0.9987864077669902,0.8579063360881543,0.14088007167883598
uwf,heldout_family,credential_access,pyod_ecod_env_sensitive__val_robust_minimax,pyod_ecod,env_sensitive,0.7877900361153714,0.6492632894257302,0.13852674668964116
uwf,heldout_family,reconnaissance,rf_full__val_robust_minimax,sklearn_tree,full,0.1340602950609365,0.0013740982480247338,0.13268619681291177
uwf,heldout_family,credential_access,iforest_env_sensitive,sklearn_anomaly,env_sensitive,0.917836982326563,0.7854234196816339,0.1324135626449291
uwf,source_ip,within_family_source_ip,lr_full__oracle_env_upper_bound,sklearn_linear,full,0.9988590294467506,0.8699807238074553,0.12887830563929537
uwf,time,within_family_chronological,pyod_copod_env_sensitive__val_robust_minimax,pyod_copod,env_sensitive,0.7922972075629958,0.6648753894080996,0.12742181815489617
uwf,heldout_family,initial_access,pyod_ecod_env_sensitive__val_robust_minimax,pyod_ecod,env_sensitive,0.7868162692847125,0.6618444846292948,0.1249717846554177
uwf,heldout_family,initial_access,iforest_env_sensitive__val_observed_f1,sklearn_anomaly,env_sensitive,0.803030303030303,0.6792009400705052,0.12382936295979774
uwf,random,all,iforest_env_sensitive__val_observed_f1,sklearn_anomaly,env_sensitive,0.9110974519445686,0.7875536480686696,0.12354380387589903
uwf,random,all,iforest_env_sensitive__val_robust_minimax,sklearn_anomaly,env_sensitive,0.7910658750353406,0.6783998053488514,0.11266606968648929
uwf,source_ip,within_family_source_ip,lr_full__val_robust_minimax,sklearn_linear,full,0.9806257893858875,0.8699807238074553,0.11064506557843223
uwf,time,within_family_chronological,pyod_ecod_env_sensitive__val_robust_minimax,pyod_ecod,env_sensitive,0.821382262996942,0.7113917613154772,0.10999050168146474
uwf,heldout_family,initial_access,pyod_copod_env_sensitive,pyod_copod,env_sensitive,0.6874328678839957,0.5804555473916239,0.10697732049237185
uwf,heldout_family,reconnaissance,xgb_full__val_robust_minimax,xgboost,full,0.10488599348534201,0.0013740982480247338,0.10351189523731728
uwf,time,within_family_chronological,iforest_env_sensitive__val_observed_f1,sklearn_anomaly,env_sensitive,0.9103007110831882,0.807767186670375,0.10253352441281327
uwf,heldout_family,privilege_escalation,gb_full__val_observed_f1,sklearn_boosting,full,0.998468606431853,0.8968363136176066,0.10163229281424635
uwf,heldout_family,privilege_escalation,gb_full__val_robust_minimax,sklearn_boosting,full,0.998468606431853,0.8968363136176066,0.10163229281424635
uwf,heldout_family,defense_evasion,lr_full,sklearn_linear,full,1.0,0.8986486486486487,0.10135135135135132
uwf,heldout_family,persistence,lr_full,sklearn_linear,full,1.0,0.8986486486486487,0.10135135135135132
uwf,heldout_family,privilege_escalation,lr_full,sklearn_linear,full,0.998468606431853,0.897133220910624,0.101335385521229
uwf,heldout_family,privilege_escalation,lr_full__oracle_env_upper_bound,sklearn_linear,full,1.0,0.898989898989899,0.101010101010101
uwf,random,all,pyod_ecod_env_sensitive__val_robust_minimax,pyod_ecod,env_sensitive,0.776898514507844,0.6771266083168637,0.09977190619098031
uwf,heldout_family,persistence,lr_full__oracle_env_upper_bound,sklearn_linear,full,1.0,0.9005059021922428,0.0994940978077572
uwf,heldout_family,defense_evasion,lr_full__oracle_env_upper_bound,sklearn_linear,full,1.0,0.9017713365539453,0.09822866344605474
uwf,heldout_family,credential_access,pyod_copod_env_sensitive__val_observed_f1,pyod_copod,env_sensitive,0.7515780263733517,0.6542000673627484,0.09737795901060331
uwf,heldout_family,reconnaissance,rf_full,sklearn_tree,full,0.09807126511932004,0.0013740982480247338,0.09669716687129531
uwf,random,all,pyod_copod_env_sensitive,pyod_copod,env_sensitive,0.790946992257296,0.6952649208282582,0.09568207142903784
uwf,time,within_family_chronological,pyod_copod_env_sensitive__val_observed_f1,pyod_copod,env_sensitive,0.8724916387959866,0.7770428947999042,0.09544874399608239
uwf,heldout_family,exfiltration,iforest_env_sensitive__val_robust_minimax,sklearn_anomaly,env_sensitive,0.6301369863013698,0.5348837209302325,0.09525326537113732
uwf,time,within_family_chronological,iforest_env_sensitive__val_robust_minimax,sklearn_anomaly,env_sensitive,0.8245898418312212,0.7312634545817706,0.09332638724945064
uwf,random,all,pyod_copod_env_sensitive__val_observed_f1,pyod_copod,env_sensitive,0.8690246289780693,0.7758563034443223,0.09316832553374699
uwf,source_ip,within_family_source_ip,iforest_env_sensitive__val_robust_minimax,sklearn_anomaly,env_sensitive,0.9178929312990882,0.8253726740002056,0.09252025729888258
uwf,heldout_family,persistence,lgbm_full,lightgbm,full,1.0,0.9078726968174204,0.09212730318257956
uwf,time,within_family_chronological,pyod_copod_env_sensitive,pyod_copod,env_sensitive,0.7326747326747327,0.6416971819773921,0.09097755069734059
uwf,heldout_family,reconnaissance,cat_full,catboost,full,0.09058089924515918,0.0013740982480247338,0.08920680099713445
uwf,source_ip,within_family_source_ip,pyod_copod_env_sensitive,pyod_copod,env_sensitive,0.7849190864225869,0.6957815454235502,0.0891375409990367
uwf,heldout_family,persistence,gb_full__val_observed_f1,sklearn_boosting,full,1.0,0.9118881118881119,0.08811188811188808
uwf,heldout_family,persistence,gb_full__val_robust_minimax,sklearn_boosting,full,1.0,0.9118881118881119,0.08811188811188808
uwf,time,within_family_chronological,pyod_ecod_env_sensitive__val_observed_f1,pyod_ecod,env_sensitive,0.8776578863852745,0.7900738629000907,0.08758402348518379
uwf,random,all,pyod_ecod_env_sensitive__val_observed_f1,pyod_ecod,env_sensitive,0.8726074678380923,0.790465841443825,0.08214162639426725
uwf,source_ip,within_family_source_ip,iforest_env_sensitive__val_observed_f1,sklearn_anomaly,env_sensitive,0.9178921287480787,0.8389039826456899,0.0789881461023888
uwf,heldout_family,credential_access,pyod_copod_env_sensitive__oracle_env_upper_bound,pyod_copod,env_sensitive,0.8725176829645516,0.7936671481007884,0.07885053486376314
uwf,heldout_family,persistence,lr_full__val_observed_f1,sklearn_linear,full,0.9731343283582089,0.8956661316211878,0.0774681967370211
uwf,heldout_family,persistence,lr_full__val_robust_minimax,sklearn_linear,full,0.9731343283582089,0.8956661316211878,0.0774681967370211
uwf,heldout_family,credential_access,iforest_env_sensitive__val_robust_minimax,sklearn_anomaly,env_sensitive,0.8624884737797079,0.7850689963268143,0.07741947745289368
uwf,heldout_family,privilege_escalation,lr_full__val_observed_f1,sklearn_linear,full,0.9630723781388478,0.8857142857142857,0.07735809242456215
uwf,heldout_family,privilege_escalation,lr_full__val_robust_minimax,sklearn_linear,full,0.9630723781388478,0.8857142857142857,0.07735809242456215
uwf,source_ip,within_family_source_ip,pyod_ecod_env_sensitive__oracle_env_upper_bound,pyod_ecod,env_sensitive,0.875164711727475,0.8007011755001031,0.0744635362273719
uwf,source_ip,within_family_source_ip,pyod_copod_env_sensitive__val_robust_minimax,pyod_copod,env_sensitive,0.7072433366238894,0.6351593031728158,0.07208403345107361
uwf,heldout_family,initial_access,lgbm_full,lightgbm,full,1.0,0.9293893129770993,0.07061068702290074
uwf,heldout_family,defense_evasion,pyod_copod_env_sensitive__val_robust_minimax,pyod_copod,env_sensitive,0.32338308457711445,0.25668449197860965,0.0666985925985048
uwf,heldout_family,initial_access,iforest_env_sensitive__val_robust_minimax,sklearn_anomaly,env_sensitive,0.7690198766278272,0.7025673137132122,0.06645256291461499
uwf,heldout_family,defense_evasion,pyod_ecod_env_sensitive__val_observed_f1,pyod_ecod,env_sensitive,0.3180722891566265,0.25257731958762886,0.06549496956899764
uwf,heldout_family,credential_access,pyod_copod_env_sensitive,pyod_copod,env_sensitive,0.49386497847211586,0.429105853838453,0.06475912463366285
uwf,heldout_family,reconnaissance,lr_full__oracle_env_upper_bound,sklearn_linear,full,0.5394954020278236,0.47815040650406504,0.061344995523758605
uwf,heldout_family,defense_evasion,pyod_ecod_env_sensitive__val_robust_minimax,pyod_ecod,env_sensitive,0.3231850117096019,0.2621359223300971,0.06104908937950482
uwf,heldout_family,defense_evasion,pyod_copod_env_sensitive__val_observed_f1,pyod_copod,env_sensitive,0.32592592592592595,0.26595744680851063,0.05996847911741532
uwf,heldout_family,reconnaissance,pyod_copod_env_sensitive__val_robust_minimax,pyod_copod,env_sensitive,0.06231551328304362,0.002742543709290367,0.05957296957375325
uwf,heldout_family,credential_access,iforest_env_sensitive__val_observed_f1,sklearn_anomaly,env_sensitive,0.9618204133081235,0.9024192879077102,0.05940112540041331
uwf,heldout_family,credential_access,pyod_ecod_env_sensitive__val_observed_f1,pyod_ecod,env_sensitive,0.6243158156000574,0.5668405545706159,0.05747526102944156
uwf,time,within_family_chronological,pyod_ecod_env_sensitive__oracle_env_upper_bound,pyod_ecod,env_sensitive,0.8811937702155418,0.8237624794724083,0.05743129074313347
uwf,heldout_family,reconnaissance,lr_full__val_observed_f1,sklearn_linear,full,0.5092707045735476,0.45307956648162834,0.05619113809191928
uwf,random,all,pyod_ecod_env_sensitive__oracle_env_upper_bound,pyod_ecod,env_sensitive,0.8806423028382696,0.8248308172826653,0.055811485555604334
uwf,heldout_family,reconnaissance,pyod_ecod_env_sensitive__val_observed_f1,pyod_ecod,env_sensitive,0.05656034199276554,0.0027434842249657062,0.05381685776779983
uwf,heldout_family,defense_evasion,lgbm_full,lightgbm,full,1.0,0.9466882067851373,0.05331179321486268
uwf,heldout_family,defense_evasion,iforest_env_sensitive__val_observed_f1,sklearn_anomaly,env_sensitive,0.30456852791878175,0.2520107238605898,0.05255780405819194
uwf,heldout_family,defense_evasion,iforest_env_sensitive__val_robust_minimax,sklearn_anomaly,env_sensitive,0.30456852791878175,0.2520107238605898,0.05255780405819194
uwf,heldout_family,privilege_escalation,pyod_copod_env_sensitive,pyod_copod,env_sensitive,0.32057416267942584,0.27310924369747897,0.04746491898194688
uwf,heldout_family,credential_access,gb_full__val_observed_f1,sklearn_boosting,full,0.9992762863149188,0.9530320460147905,0.0462442403001283
uwf,heldout_family,defense_evasion,pyod_copod_env_sensitive,pyod_copod,env_sensitive,0.3087557603686636,0.26262626262626265,0.04612949774240094
uwf,heldout_family,exfiltration,xgb_full__val_observed_f1,xgboost,full,1.0,0.9545454545454546,0.045454545454545414
uwf,heldout_family,exfiltration,lgbm_full,lightgbm,full,1.0,0.9545454545454546,0.045454545454545414
uwf,heldout_family,exfiltration,lgbm_full__val_observed_f1,lightgbm,full,1.0,0.9545454545454546,0.045454545454545414
uwf,heldout_family,exfiltration,cat_full__val_observed_f1,catboost,full,1.0,0.9545454545454546,0.045454545454545414
uwf,heldout_family,exfiltration,cat_full__val_robust_minimax,catboost,full,1.0,0.9545454545454546,0.045454545454545414
uwf,heldout_family,defense_evasion,gb_full__val_robust_minimax,sklearn_boosting,full,1.0,0.9551282051282052,0.04487179487179482
uwf,heldout_family,persistence,pyod_copod_env_sensitive,pyod_copod,env_sensitive,0.32057416267942584,0.2760084925690021,0.04456567011042373
uwf,source_ip,within_family_source_ip,pyod_copod_env_sensitive__val_observed_f1,pyod_copod,env_sensitive,0.8792224207819378,0.8347159908575298,0.04450642992440801
