dataset,rows,baseline_status,model,model_observed_f1,model_worst_f1,model_hidden_drop_mean,model_hidden_drop_max,best_deployable_baseline,baseline_policy,baseline_observed_f1,baseline_worst_f1,baseline_hidden_drop_mean,baseline_hidden_drop_max,worst_f1_gain,hidden_drop_reduction,hidden_drop_max_reduction,best_oracle_baseline,oracle_worst_f1,model_gain_over_oracle
UWF-2024,95871,calibrated_full,intervendb_adaptive_openworld_selector,0.9943270088096008,0.9939763890437744,0.0003506197658263,0.0035061976582634,cat_full,native_default,0.9065954409190952,0.8952990689359727,0.0112963719831226,0.0892068009971344,0.09867732010780172,0.0109457522172963,0.085700603338871,cat_full__oracle_env_upper_bound,0.9584047708786348,0.03557161816513954
Gotham-2025,5512259,calibrated_full,intervendb_counterfactual_ensemble,0.9876549937483224,0.987654002257571,9.914907515377418e-07,2.2161401483922205e-06,cat_full__val_robust_minimax,val_robust_minimax,0.9963872823003274,0.9449898533952296,0.0513974289050976,0.0789005601544923,0.04266414886234149,0.05139643741434607,0.07889834401434391,rf_full__oracle_env_upper_bound,0.9998254283374792,-0.012171426079908176
